rid,set,trial,truth,truth_AI,attr,fluency,credibility,p_ai_subj,brier,fluency_c,credibility_c
R_8fKaohoFo8N3G7Y,A,19,AI,1,4,5.2,4.666666666666667,0.25,0.5625,-0.24758620689655153,-0.34195402298850563
R_8fKaohoFo8N3G7Y,A,20,Human,0,3,4.8,5.666666666666667,0.5,0.25,-0.6475862068965519,0.6580459770114944
R_8PBNFEwaojHvs9w,A,1,AI,1,3,6.6,5.666666666666667,0.5,0.25,1.152413793103448,0.6580459770114944
R_8PBNFEwaojHvs9w,A,2,Human,0,4,5.2,5.0,0.25,0.0625,-0.24758620689655153,-0.008620689655172598
R_8PBNFEwaojHvs9w,A,3,AI,1,1,6.4,5.0,1.0,0.0,0.9524137931034486,-0.008620689655172598
R_8PBNFEwaojHvs9w,A,4,Human,0,2,5.4,4.333333333333333,0.75,0.5625,-0.04758620689655135,-0.6752873563218396
R_8PBNFEwaojHvs9w,A,5,AI,1,2,6.6,5.666666666666667,0.75,0.0625,1.152413793103448,0.6580459770114944
R_8PBNFEwaojHvs9w,A,6,Human,0,3,5.4,5.666666666666667,0.5,0.25,-0.04758620689655135,0.6580459770114944
R_8PBNFEwaojHvs9w,A,7,AI,1,5,6.2,5.333333333333333,0.0,1.0,0.7524137931034485,0.32471264367816044
R_8PBNFEwaojHvs9w,A,8,Human,0,3,5.4,5.0,0.5,0.25,-0.04758620689655135,-0.008620689655172598
R_8PBNFEwaojHvs9w,A,9,AI,1,4,6.6,5.666666666666667,0.25,0.5625,1.152413793103448,0.6580459770114944
R_8PBNFEwaojHvs9w,A,10,Human,0,4,5.0,5.666666666666667,0.25,0.0625,-0.4475862068965517,0.6580459770114944
R_8PBNFEwaojHvs9w,A,11,AI,1,1,6.8,5.666666666666667,1.0,0.0,1.3524137931034481,0.6580459770114944
R_8PBNFEwaojHvs9w,A,12,Human,0,3,5.0,5.0,0.5,0.25,-0.4475862068965517,-0.008620689655172598
R_8PBNFEwaojHvs9w,A,13,AI,1,3,6.8,5.666666666666667,0.5,0.25,1.3524137931034481,0.6580459770114944
R_8PBNFEwaojHvs9w,A,14,Human,0,2,4.8,5.333333333333333,0.75,0.5625,-0.6475862068965519,0.32471264367816044
R_8PBNFEwaojHvs9w,A,15,AI,1,2,5.4,6.0,0.75,0.0625,-0.04758620689655135,0.9913793103448274
R_8PBNFEwaojHvs9w,A,16,Human,0,2,4.8,5.333333333333333,0.75,0.5625,-0.6475862068965519,0.32471264367816044
R_8PBNFEwaojHvs9w,A,17,AI,1,4,5.2,5.0,0.25,0.5625,-0.24758620689655153,-0.008620689655172598
R_8PBNFEwaojHvs9w,A,18,Human,0,4,5.0,5.666666666666667,0.25,0.0625,-0.4475862068965517,0.6580459770114944
R_8PBNFEwaojHvs9w,A,19,AI,1,4,5.6,5.0,0.25,0.5625,0.15241379310344794,-0.008620689655172598
R_8PBNFEwaojHvs9w,A,20,Human,0,1,5.6,5.0,1.0,1.0,0.15241379310344794,-0.008620689655172598
R_2at8YbDF11KEODg,A,1,AI,1,4,6.8,5.0,0.25,0.5625,1.3524137931034481,-0.008620689655172598
R_2at8YbDF11KEODg,A,2,Human,0,4,5.6,4.333333333333333,0.25,0.0625,0.15241379310344794,-0.6752873563218396
R_2at8YbDF11KEODg,A,3,AI,1,1,6.6,5.0,1.0,0.0,1.152413793103448,-0.008620689655172598
R_2at8YbDF11KEODg,A,4,Human,0,4,6.0,4.333333333333333,0.25,0.0625,0.5524137931034483,-0.6752873563218396
R_2at8YbDF11KEODg,A,5,AI,1,1,6.4,4.666666666666667,1.0,0.0,0.9524137931034486,-0.34195402298850563
R_2at8YbDF11KEODg,A,6,Human,0,2,5.8,4.0,0.75,0.5625,0.3524137931034481,-1.0086206896551726
R_2at8YbDF11KEODg,A,7,AI,1,4,6.6,5.0,0.25,0.5625,1.152413793103448,-0.008620689655172598
R_2at8YbDF11KEODg,A,8,Human,0,5,5.8,4.333333333333333,0.0,0.0,0.3524137931034481,-0.6752873563218396
R_2at8YbDF11KEODg,A,9,AI,1,2,6.6,5.0,0.75,0.0625,1.152413793103448,-0.008620689655172598
R_2at8YbDF11KEODg,A,10,Human,0,2,5.6,4.333333333333333,0.75,0.5625,0.15241379310344794,-0.6752873563218396
R_2at8YbDF11KEODg,A,11,AI,1,5,6.8,4.666666666666667,0.0,1.0,1.3524137931034481,-0.34195402298850563
R_2at8YbDF11KEODg,A,12,Human,0,4,5.6,4.333333333333333,0.25,0.0625,0.15241379310344794,-0.6752873563218396
R_2at8YbDF11KEODg,A,13,AI,1,3,6.4,5.0,0.5,0.25,0.9524137931034486,-0.008620689655172598
R_2at8YbDF11KEODg,A,14,Human,0,2,5.8,4.333333333333333,0.75,0.5625,0.3524137931034481,-0.6752873563218396
R_2at8YbDF11KEODg,A,15,AI,1,2,5.8,4.666666666666667,0.75,0.0625,0.3524137931034481,-0.34195402298850563
R_2at8YbDF11KEODg,A,16,Human,0,1,6.4,4.0,1.0,1.0,0.9524137931034486,-1.0086206896551726
R_2at8YbDF11KEODg,A,17,AI,1,4,6.0,4.666666666666667,0.25,0.5625,0.5524137931034483,-0.34195402298850563
R_2at8YbDF11KEODg,A,18,Human,0,5,5.6,4.333333333333333,0.0,0.0,0.15241379310344794,-0.6752873563218396
R_2at8YbDF11KEODg,A,19,AI,1,3,4.6,5.666666666666667,0.5,0.25,-0.8475862068965521,0.6580459770114944
R_2at8YbDF11KEODg,A,20,Human,0,4,5.8,4.333333333333333,0.25,0.0625,0.3524137931034481,-0.6752873563218396
R_8PUGxNBbGlvd3r4,A,1,AI,1,2,5.4,5.0,0.75,0.0625,-0.04758620689655135,-0.008620689655172598
R_8PUGxNBbGlvd3r4,A,2,Human,0,5,4.8,4.333333333333333,0.0,0.0,-0.6475862068965519,-0.6752873563218396
R_8PUGxNBbGlvd3r4,A,3,AI,1,3,5.4,5.333333333333333,0.5,0.25,-0.04758620689655135,0.32471264367816044
R_8PUGxNBbGlvd3r4,A,4,Human,0,2,5.2,5.0,0.75,0.5625,-0.24758620689655153,-0.008620689655172598
R_8PUGxNBbGlvd3r4,A,5,AI,1,2,6.2,5.333333333333333,0.75,0.0625,0.7524137931034485,0.32471264367816044
R_8PUGxNBbGlvd3r4,A,6,Human,0,1,5.0,5.0,1.0,1.0,-0.4475862068965517,-0.008620689655172598
R_8PUGxNBbGlvd3r4,A,7,AI,1,1,6.0,5.0,1.0,0.0,0.5524137931034483,-0.008620689655172598
R_8PUGxNBbGlvd3r4,A,8,Human,0,1,4.6,5.0,1.0,1.0,-0.8475862068965521,-0.008620689655172598
R_8PUGxNBbGlvd3r4,A,9,AI,1,1,6.0,5.333333333333333,1.0,0.0,0.5524137931034483,0.32471264367816044
R_8PUGxNBbGlvd3r4,A,10,Human,0,4,5.0,4.666666666666667,0.25,0.0625,-0.4475862068965517,-0.34195402298850563
R_8PUGxNBbGlvd3r4,A,11,AI,1,4,5.6,5.666666666666667,0.25,0.5625,0.15241379310344794,0.6580459770114944
R_8PUGxNBbGlvd3r4,A,12,Human,0,2,5.0,4.333333333333333,0.75,0.5625,-0.4475862068965517,-0.6752873563218396
R_8PUGxNBbGlvd3r4,A,13,AI,1,2,6.2,5.333333333333333,0.75,0.0625,0.7524137931034485,0.32471264367816044
R_8PUGxNBbGlvd3r4,A,14,Human,0,3,5.2,4.666666666666667,0.5,0.25,-0.24758620689655153,-0.34195402298850563
R_8PUGxNBbGlvd3r4,A,15,AI,1,3,4.2,3.6666666666666665,0.5,0.25,-1.2475862068965515,-1.341954022988506
R_8PUGxNBbGlvd3r4,A,16,Human,0,4,4.8,4.333333333333333,0.25,0.0625,-0.6475862068965519,-0.6752873563218396
R_8PUGxNBbGlvd3r4,A,17,AI,1,4,4.6,5.0,0.25,0.5625,-0.8475862068965521,-0.008620689655172598
R_8PUGxNBbGlvd3r4,A,18,Human,0,2,5.0,4.0,0.75,0.5625,-0.4475862068965517,-1.0086206896551726
R_8PUGxNBbGlvd3r4,A,19,AI,1,2,4.8,5.0,0.75,0.0625,-0.6475862068965519,-0.008620689655172598
R_8PUGxNBbGlvd3r4,A,20,Human,0,1,4.6,4.0,1.0,1.0,-0.8475862068965521,-1.0086206896551726
R_8Yz9sGXbphs87a3,B,1,Human,0,4,5.8,4.666666666666667,0.25,0.0625,0.3524137931034481,-0.34195402298850563
R_8Yz9sGXbphs87a3,B,2,AI,1,2,6.8,5.333333333333333,0.75,0.0625,1.3524137931034481,0.32471264367816044
R_8Yz9sGXbphs87a3,B,3,Human,0,4,5.6,5.0,0.25,0.0625,0.15241379310344794,-0.008620689655172598
R_8Yz9sGXbphs87a3,B,4,AI,1,1,6.6,6.0,1.0,0.0,1.152413793103448,0.9913793103448274
R_8Yz9sGXbphs87a3,B,5,Human,0,1,5.4,4.333333333333333,1.0,1.0,-0.04758620689655135,-0.6752873563218396
R_8Yz9sGXbphs87a3,B,6,AI,1,1,6.4,6.0,1.0,0.0,0.9524137931034486,0.9913793103448274
R_8Yz9sGXbphs87a3,B,7,Human,0,2,5.6,4.666666666666667,0.75,0.5625,0.15241379310344794,-0.34195402298850563
R_8Yz9sGXbphs87a3,B,8,AI,1,5,6.6,6.0,0.0,1.0,1.152413793103448,0.9913793103448274
R_8Yz9sGXbphs87a3,B,9,Human,0,5,5.4,4.666666666666667,0.0,0.0,-0.04758620689655135,-0.34195402298850563
R_8Yz9sGXbphs87a3,B,10,AI,1,2,6.4,5.666666666666667,0.75,0.0625,0.9524137931034486,0.6580459770114944
R_8Yz9sGXbphs87a3,B,11,Human,0,3,5.6,5.0,0.5,0.25,0.15241379310344794,-0.008620689655172598
R_8Yz9sGXbphs87a3,B,12,AI,1,4,6.6,5.666666666666667,0.25,0.5625,1.152413793103448,0.6580459770114944
R_8Yz9sGXbphs87a3,B,13,Human,0,4,6.2,5.333333333333333,0.25,0.0625,0.7524137931034485,0.32471264367816044
R_8Yz9sGXbphs87a3,B,14,AI,1,3,5.6,4.666666666666667,0.5,0.25,0.15241379310344794,-0.34195402298850563
R_8Yz9sGXbphs87a3,B,15,Human,0,4,6.2,5.0,0.25,0.0625,0.7524137931034485,-0.008620689655172598
R_8Yz9sGXbphs87a3,B,16,AI,1,2,5.8,4.666666666666667,0.75,0.0625,0.3524137931034481,-0.34195402298850563
R_8Yz9sGXbphs87a3,B,17,Human,0,4,5.6,4.666666666666667,0.25,0.0625,0.15241379310344794,-0.34195402298850563
R_8Yz9sGXbphs87a3,B,18,AI,1,2,6.6,6.0,0.75,0.0625,1.152413793103448,0.9913793103448274
R_8Yz9sGXbphs87a3,B,19,Human,0,1,5.0,6.0,1.0,1.0,-0.4475862068965517,0.9913793103448274
R_8Yz9sGXbphs87a3,B,20,AI,1,2,5.4,4.333333333333333,0.75,0.0625,-0.04758620689655135,-0.6752873563218396
R_8pxTIJtPdoi8Ssp,B,1,Human,0,4,5.6,5.333333333333333,0.25,0.0625,0.15241379310344794,0.32471264367816044
R_8pxTIJtPdoi8Ssp,B,2,AI,1,4,6.4,5.666666666666667,0.25,0.5625,0.9524137931034486,0.6580459770114944
R_8pxTIJtPdoi8Ssp,B,3,Human,0,5,5.4,5.333333333333333,0.0,0.0,-0.04758620689655135,0.32471264367816044
R_8pxTIJtPdoi8Ssp,B,4,AI,1,2,6.6,6.666666666666667,0.75,0.0625,1.152413793103448,1.6580459770114944
R_8pxTIJtPdoi8Ssp,B,5,Human,0,4,6.0,5.333333333333333,0.25,0.0625,0.5524137931034483,0.32471264367816044
R_8pxTIJtPdoi8Ssp,B,6,AI,1,3,6.4,6.333333333333333,0.5,0.25,0.9524137931034486,1.3247126436781604
R_8pxTIJtPdoi8Ssp,B,7,Human,0,4,5.6,6.0,0.25,0.0625,0.15241379310344794,0.9913793103448274
R_8pxTIJtPdoi8Ssp,B,8,AI,1,4,6.4,6.333333333333333,0.25,0.5625,0.9524137931034486,1.3247126436781604
R_8pxTIJtPdoi8Ssp,B,9,Human,0,4,5.8,5.0,0.25,0.0625,0.3524137931034481,-0.008620689655172598
R_8pxTIJtPdoi8Ssp,B,10,AI,1,2,6.6,5.666666666666667,0.75,0.0625,1.152413793103448,0.6580459770114944
R_8pxTIJtPdoi8Ssp,B,11,Human,0,5,5.8,5.0,0.0,0.0,0.3524137931034481,-0.008620689655172598
R_8pxTIJtPdoi8Ssp,B,12,AI,1,1,6.8,6.666666666666667,1.0,0.0,1.3524137931034481,1.6580459770114944
R_8pxTIJtPdoi8Ssp,B,13,Human,0,4,5.4,5.666666666666667,0.25,0.0625,-0.04758620689655135,0.6580459770114944
R_8pxTIJtPdoi8Ssp,B,14,AI,1,4,5.4,5.666666666666667,0.25,0.5625,-0.04758620689655135,0.6580459770114944
R_8pxTIJtPdoi8Ssp,B,15,Human,0,5,5.2,5.666666666666667,0.0,0.0,-0.24758620689655153,0.6580459770114944
R_8pxTIJtPdoi8Ssp,B,16,AI,1,4,5.6,5.0,0.25,0.5625,0.15241379310344794,-0.008620689655172598
R_8pxTIJtPdoi8Ssp,B,17,Human,0,2,5.4,5.333333333333333,0.75,0.5625,-0.04758620689655135,0.32471264367816044
R_8pxTIJtPdoi8Ssp,B,18,AI,1,2,6.4,6.333333333333333,0.75,0.0625,0.9524137931034486,1.3247126436781604
R_8pxTIJtPdoi8Ssp,B,19,Human,0,5,5.2,5.333333333333333,0.0,0.0,-0.24758620689655153,0.32471264367816044
R_8pxTIJtPdoi8Ssp,B,20,AI,1,3,5.2,5.666666666666667,0.5,0.25,-0.24758620689655153,0.6580459770114944
R_8esNQFIxxl2hHss,A,1,AI,1,5,6.4,6.333333333333333,0.0,1.0,0.9524137931034486,1.3247126436781604
R_8esNQFIxxl2hHss,A,2,Human,0,2,4.4,5.666666666666667,0.75,0.5625,-1.0475862068965514,0.6580459770114944
R_8esNQFIxxl2hHss,A,3,AI,1,3,6.0,6.333333333333333,0.5,0.25,0.5524137931034483,1.3247126436781604
R_8esNQFIxxl2hHss,A,4,Human,0,4,4.8,5.333333333333333,0.25,0.0625,-0.6475862068965519,0.32471264367816044
R_8esNQFIxxl2hHss,A,5,AI,1,2,7.0,6.333333333333333,0.75,0.0625,1.5524137931034483,1.3247126436781604
R_8esNQFIxxl2hHss,A,6,Human,0,5,4.8,5.333333333333333,0.0,0.0,-0.6475862068965519,0.32471264367816044
R_8esNQFIxxl2hHss,A,7,AI,1,1,6.6,6.666666666666667,1.0,0.0,1.152413793103448,1.6580459770114944
R_8esNQFIxxl2hHss,A,8,Human,0,4,4.8,4.333333333333333,0.25,0.0625,-0.6475862068965519,-0.6752873563218396
R_8esNQFIxxl2hHss,A,9,AI,1,1,6.8,6.666666666666667,1.0,0.0,1.3524137931034481,1.6580459770114944
R_8esNQFIxxl2hHss,A,10,Human,0,4,5.6,5.0,0.25,0.0625,0.15241379310344794,-0.008620689655172598
R_8esNQFIxxl2hHss,A,11,AI,1,5,6.4,6.0,0.0,1.0,0.9524137931034486,0.9913793103448274
R_8esNQFIxxl2hHss,A,12,Human,0,1,4.2,5.666666666666667,1.0,1.0,-1.2475862068965515,0.6580459770114944
R_8esNQFIxxl2hHss,A,13,AI,1,5,6.4,6.0,0.0,1.0,0.9524137931034486,0.9913793103448274
R_8esNQFIxxl2hHss,A,14,Human,0,5,5.0,5.333333333333333,0.0,0.0,-0.4475862068965517,0.32471264367816044
R_8esNQFIxxl2hHss,A,15,AI,1,2,5.0,5.666666666666667,0.75,0.0625,-0.4475862068965517,0.6580459770114944
R_8esNQFIxxl2hHss,A,16,Human,0,5,5.4,5.333333333333333,0.0,0.0,-0.04758620689655135,0.32471264367816044
R_8esNQFIxxl2hHss,A,17,AI,1,4,4.6,5.333333333333333,0.25,0.5625,-0.8475862068965521,0.32471264367816044
R_8esNQFIxxl2hHss,A,18,Human,0,1,5.2,5.0,1.0,1.0,-0.24758620689655153,-0.008620689655172598
R_8esNQFIxxl2hHss,A,19,AI,1,3,5.6,3.6666666666666665,0.5,0.25,0.15241379310344794,-1.341954022988506
R_8esNQFIxxl2hHss,A,20,Human,0,5,5.0,5.333333333333333,0.0,0.0,-0.4475862068965517,0.32471264367816044
R_2RRq0bzortg5vDE,A,1,AI,1,1,6.2,3.6666666666666665,1.0,0.0,0.7524137931034485,-1.341954022988506
R_2RRq0bzortg5vDE,A,2,Human,0,5,5.0,3.6666666666666665,0.0,0.0,-0.4475862068965517,-1.341954022988506
R_2RRq0bzortg5vDE,A,3,AI,1,1,6.0,4.0,1.0,0.0,0.5524137931034483,-1.0086206896551726
R_2RRq0bzortg5vDE,A,4,Human,0,5,5.8,3.6666666666666665,0.0,0.0,0.3524137931034481,-1.341954022988506
R_2RRq0bzortg5vDE,A,5,AI,1,4,6.6,4.666666666666667,0.25,0.5625,1.152413793103448,-0.34195402298850563
R_2RRq0bzortg5vDE,A,6,Human,0,1,6.0,3.6666666666666665,1.0,1.0,0.5524137931034483,-1.341954022988506
R_2RRq0bzortg5vDE,A,7,AI,1,4,6.6,4.666666666666667,0.25,0.5625,1.152413793103448,-0.34195402298850563
R_2RRq0bzortg5vDE,A,8,Human,0,5,4.8,4.333333333333333,0.0,0.0,-0.6475862068965519,-0.6752873563218396
R_2RRq0bzortg5vDE,A,9,AI,1,2,6.2,4.333333333333333,0.75,0.0625,0.7524137931034485,-0.6752873563218396
R_2RRq0bzortg5vDE,A,10,Human,0,5,5.4,4.0,0.0,0.0,-0.04758620689655135,-1.0086206896551726
R_2RRq0bzortg5vDE,A,11,AI,1,3,6.6,4.0,0.5,0.25,1.152413793103448,-1.0086206896551726
R_2RRq0bzortg5vDE,A,12,Human,0,5,5.4,4.333333333333333,0.0,0.0,-0.04758620689655135,-0.6752873563218396
R_2RRq0bzortg5vDE,A,13,AI,1,5,6.8,4.666666666666667,0.0,1.0,1.3524137931034481,-0.34195402298850563
R_2RRq0bzortg5vDE,A,14,Human,0,5,5.0,3.3333333333333335,0.0,0.0,-0.4475862068965517,-1.6752873563218391
R_2RRq0bzortg5vDE,A,15,AI,1,2,5.4,3.6666666666666665,0.75,0.0625,-0.04758620689655135,-1.341954022988506
R_2RRq0bzortg5vDE,A,16,Human,0,4,5.6,3.3333333333333335,0.25,0.0625,0.15241379310344794,-1.6752873563218391
R_2RRq0bzortg5vDE,A,17,AI,1,3,5.2,4.666666666666667,0.5,0.25,-0.24758620689655153,-0.34195402298850563
R_2RRq0bzortg5vDE,A,18,Human,0,4,5.4,4.0,0.25,0.0625,-0.04758620689655135,-1.0086206896551726
R_2RRq0bzortg5vDE,A,19,AI,1,2,4.4,5.666666666666667,0.75,0.0625,-1.0475862068965514,0.6580459770114944
R_2RRq0bzortg5vDE,A,20,Human,0,2,5.4,4.0,0.75,0.5625,-0.04758620689655135,-1.0086206896551726
R_2igsyUFywEuK6AW,A,1,AI,1,1,6.2,5.333333333333333,1.0,0.0,0.7524137931034485,0.32471264367816044
R_2igsyUFywEuK6AW,A,2,Human,0,4,5.2,4.333333333333333,0.25,0.0625,-0.24758620689655153,-0.6752873563218396
R_2igsyUFywEuK6AW,A,3,AI,1,1,6.0,5.666666666666667,1.0,0.0,0.5524137931034483,0.6580459770114944
R_2igsyUFywEuK6AW,A,4,Human,0,4,5.2,4.0,0.25,0.0625,-0.24758620689655153,-1.0086206896551726
R_2igsyUFywEuK6AW,A,5,AI,1,1,6.4,4.666666666666667,1.0,0.0,0.9524137931034486,-0.34195402298850563
R_2igsyUFywEuK6AW,A,6,Human,0,5,5.0,4.333333333333333,0.0,0.0,-0.4475862068965517,-0.6752873563218396
R_2igsyUFywEuK6AW,A,7,AI,1,4,6.2,6.0,0.25,0.5625,0.7524137931034485,0.9913793103448274
R_2igsyUFywEuK6AW,A,8,Human,0,3,5.0,3.6666666666666665,0.5,0.25,-0.4475862068965517,-1.341954022988506
R_2igsyUFywEuK6AW,A,9,AI,1,3,6.4,4.666666666666667,0.5,0.25,0.9524137931034486,-0.34195402298850563
R_2igsyUFywEuK6AW,A,10,Human,0,4,4.4,3.6666666666666665,0.25,0.0625,-1.0475862068965514,-1.341954022988506
R_2igsyUFywEuK6AW,A,11,AI,1,4,6.0,5.666666666666667,0.25,0.5625,0.5524137931034483,0.6580459770114944
R_2igsyUFywEuK6AW,A,12,Human,0,1,4.6,4.0,1.0,1.0,-0.8475862068965521,-1.0086206896551726
R_2igsyUFywEuK6AW,A,13,AI,1,2,6.0,6.0,0.75,0.0625,0.5524137931034483,0.9913793103448274
R_2igsyUFywEuK6AW,A,14,Human,0,5,4.4,3.3333333333333335,0.0,0.0,-1.0475862068965514,-1.6752873563218391
R_2igsyUFywEuK6AW,A,15,AI,1,3,4.4,4.666666666666667,0.5,0.25,-1.0475862068965514,-0.34195402298850563
R_2igsyUFywEuK6AW,A,16,Human,0,5,5.2,4.0,0.0,0.0,-0.24758620689655153,-1.0086206896551726
R_2igsyUFywEuK6AW,A,17,AI,1,3,5.2,4.333333333333333,0.5,0.25,-0.24758620689655153,-0.6752873563218396
R_2igsyUFywEuK6AW,A,18,Human,0,2,4.8,3.3333333333333335,0.75,0.5625,-0.6475862068965519,-1.6752873563218391
R_2igsyUFywEuK6AW,A,19,AI,1,3,3.8,4.666666666666667,0.5,0.25,-1.6475862068965519,-0.34195402298850563
R_2igsyUFywEuK6AW,A,20,Human,0,1,4.8,4.666666666666667,1.0,1.0,-0.6475862068965519,-0.34195402298850563
R_8zqZrDGKTrSWnIq,B,1,Human,0,1,4.8,4.333333333333333,1.0,1.0,-0.6475862068965519,-0.6752873563218396
R_8zqZrDGKTrSWnIq,B,2,AI,1,4,6.0,5.0,0.25,0.5625,0.5524137931034483,-0.008620689655172598
R_8zqZrDGKTrSWnIq,B,3,Human,0,4,4.8,4.333333333333333,0.25,0.0625,-0.6475862068965519,-0.6752873563218396
R_8zqZrDGKTrSWnIq,B,4,AI,1,5,6.2,4.333333333333333,0.0,1.0,0.7524137931034485,-0.6752873563218396
R_8zqZrDGKTrSWnIq,B,5,Human,0,1,4.8,3.6666666666666665,1.0,1.0,-0.6475862068965519,-1.341954022988506
R_8zqZrDGKTrSWnIq,B,6,AI,1,1,6.2,5.0,1.0,0.0,0.7524137931034485,-0.008620689655172598
R_8zqZrDGKTrSWnIq,B,7,Human,0,2,4.6,3.6666666666666665,0.75,0.5625,-0.8475862068965521,-1.341954022988506
R_8zqZrDGKTrSWnIq,B,8,AI,1,2,6.0,5.333333333333333,0.75,0.0625,0.5524137931034483,0.32471264367816044
R_8zqZrDGKTrSWnIq,B,9,Human,0,1,4.8,4.0,1.0,1.0,-0.6475862068965519,-1.0086206896551726
R_8zqZrDGKTrSWnIq,B,10,AI,1,1,6.6,5.0,1.0,0.0,1.152413793103448,-0.008620689655172598
R_8zqZrDGKTrSWnIq,B,11,Human,0,1,4.4,4.333333333333333,1.0,1.0,-1.0475862068965514,-0.6752873563218396
R_8zqZrDGKTrSWnIq,B,12,AI,1,2,6.4,5.0,0.75,0.0625,0.9524137931034486,-0.008620689655172598
R_8zqZrDGKTrSWnIq,B,13,Human,0,5,4.4,4.0,0.0,0.0,-1.0475862068965514,-1.0086206896551726
R_8zqZrDGKTrSWnIq,B,14,AI,1,2,4.6,4.333333333333333,0.75,0.0625,-0.8475862068965521,-0.6752873563218396
R_8zqZrDGKTrSWnIq,B,15,Human,0,1,4.8,4.0,1.0,1.0,-0.6475862068965519,-1.0086206896551726
R_8zqZrDGKTrSWnIq,B,16,AI,1,3,4.6,4.0,0.5,0.25,-0.8475862068965521,-1.0086206896551726
R_8zqZrDGKTrSWnIq,B,17,Human,0,4,4.8,4.0,0.25,0.0625,-0.6475862068965519,-1.0086206896551726
R_8zqZrDGKTrSWnIq,B,18,AI,1,3,6.0,5.333333333333333,0.5,0.25,0.5524137931034483,0.32471264367816044
R_8zqZrDGKTrSWnIq,B,19,Human,0,5,4.4,4.666666666666667,0.0,0.0,-1.0475862068965514,-0.34195402298850563
R_8zqZrDGKTrSWnIq,B,20,AI,1,2,5.0,4.0,0.75,0.0625,-0.4475862068965517,-1.0086206896551726
R_5iO2M8g6BPkcxSV,B,1,Human,0,5,4.4,4.0,0.0,0.0,-1.0475862068965514,-1.0086206896551726
R_5iO2M8g6BPkcxSV,B,2,AI,1,2,5.4,5.0,0.75,0.0625,-0.04758620689655135,-0.008620689655172598
R_5iO2M8g6BPkcxSV,B,3,Human,0,5,4.8,4.333333333333333,0.0,0.0,-0.6475862068965519,-0.6752873563218396
R_5iO2M8g6BPkcxSV,B,4,AI,1,1,5.6,5.333333333333333,1.0,0.0,0.15241379310344794,0.32471264367816044
R_5iO2M8g6BPkcxSV,B,5,Human,0,5,4.4,4.666666666666667,0.0,0.0,-1.0475862068965514,-0.34195402298850563
R_5iO2M8g6BPkcxSV,B,6,AI,1,3,5.6,5.333333333333333,0.5,0.25,0.15241379310344794,0.32471264367816044
R_5iO2M8g6BPkcxSV,B,7,Human,0,4,4.6,4.666666666666667,0.25,0.0625,-0.8475862068965521,-0.34195402298850563
R_5iO2M8g6BPkcxSV,B,8,AI,1,5,5.6,5.666666666666667,0.0,1.0,0.15241379310344794,0.6580459770114944
R_5iO2M8g6BPkcxSV,B,9,Human,0,2,4.6,4.666666666666667,0.75,0.5625,-0.8475862068965521,-0.34195402298850563
R_5iO2M8g6BPkcxSV,B,10,AI,1,2,6.0,6.0,0.75,0.0625,0.5524137931034483,0.9913793103448274
R_5iO2M8g6BPkcxSV,B,11,Human,0,3,4.8,4.666666666666667,0.5,0.25,-0.6475862068965519,-0.34195402298850563
R_5iO2M8g6BPkcxSV,B,12,AI,1,5,5.2,6.0,0.0,1.0,-0.24758620689655153,0.9913793103448274
R_5iO2M8g6BPkcxSV,B,13,Human,0,5,4.4,4.666666666666667,0.0,0.0,-1.0475862068965514,-0.34195402298850563
R_5iO2M8g6BPkcxSV,B,14,AI,1,2,4.6,4.0,0.75,0.0625,-0.8475862068965521,-1.0086206896551726
R_5iO2M8g6BPkcxSV,B,15,Human,0,5,4.8,4.666666666666667,0.0,0.0,-0.6475862068965519,-0.34195402298850563
R_5iO2M8g6BPkcxSV,B,16,AI,1,4,4.4,4.666666666666667,0.25,0.5625,-1.0475862068965514,-0.34195402298850563
R_5iO2M8g6BPkcxSV,B,17,Human,0,4,4.8,4.666666666666667,0.25,0.0625,-0.6475862068965519,-0.34195402298850563
R_5iO2M8g6BPkcxSV,B,18,AI,1,1,5.2,5.0,1.0,0.0,-0.24758620689655153,-0.008620689655172598
R_5iO2M8g6BPkcxSV,B,19,Human,0,5,4.4,5.0,0.0,0.0,-1.0475862068965514,-0.008620689655172598
R_5iO2M8g6BPkcxSV,B,20,AI,1,4,4.6,4.333333333333333,0.25,0.5625,-0.8475862068965521,-0.6752873563218396
R_84GcHMb6rEiWbpv,A,1,AI,1,2,5.8,5.333333333333333,0.75,0.0625,0.3524137931034481,0.32471264367816044
R_84GcHMb6rEiWbpv,A,2,Human,0,5,5.4,4.0,0.0,0.0,-0.04758620689655135,-1.0086206896551726
R_84GcHMb6rEiWbpv,A,3,AI,1,4,6.2,5.0,0.25,0.5625,0.7524137931034485,-0.008620689655172598
R_84GcHMb6rEiWbpv,A,4,Human,0,4,5.2,3.6666666666666665,0.25,0.0625,-0.24758620689655153,-1.341954022988506
R_84GcHMb6rEiWbpv,A,5,AI,1,4,6.2,5.333333333333333,0.25,0.5625,0.7524137931034485,0.32471264367816044
R_84GcHMb6rEiWbpv,A,6,Human,0,5,5.2,3.6666666666666665,0.0,0.0,-0.24758620689655153,-1.341954022988506
R_84GcHMb6rEiWbpv,A,7,AI,1,1,6.4,5.333333333333333,1.0,0.0,0.9524137931034486,0.32471264367816044
R_84GcHMb6rEiWbpv,A,8,Human,0,4,5.4,3.6666666666666665,0.25,0.0625,-0.04758620689655135,-1.341954022988506
